"","Commodity_Description","Attribute_Description","Country_Code","Country_Name","Value","Unit_Description"
"1232","Meat, Swine","Exports","AR","Argentina",2240000,"(MT)"
"1233","Meat, Swine","Exports","AS","Australia",3920000,"(MT)"
"1234","Meat, Swine","Exports","BK","Bosnia and Herzegovina",4e+06,"(MT)"
"1235","Meat, Swine","Exports","BO","Belarus",67900000,"(MT)"
"1236","Meat, Swine","Exports","BR","Brazil",8e+05,"(MT)"
"1237","Meat, Swine","Exports","CA","Canada",47800000,"(MT)"
"1238","Meat, Swine","Exports","CH","China",9400000,"(MT)"
"1239","Meat, Swine","Exports","CI","Chile",2423000,"(MT)"
"1240","Meat, Swine","Exports","E4","European Union",7200000,"(MT)"
"1241","Meat, Swine","Exports","GT","Guatemala",7800000,"(MT)"
"1242","Meat, Swine","Exports","JA","Japan",1848000,"(MT)"
"1243","Meat, Swine","Exports","KS","Korea, South",2900000,"(MT)"
"1244","Meat, Swine","Exports","KZ","Kazakhstan",1800000,"(MT)"
"1245","Meat, Swine","Exports","MJ","Montenegro",1275000,"(MT)"
"1246","Meat, Swine","Exports","MK","North Macedonia",27750000,"(MT)"
"1247","Meat, Swine","Exports","MX","Mexico",4e+06,"(MT)"
"1248","Meat, Swine","Exports","NO","Norway",34285000,"(MT)"
"1249","Meat, Swine","Exports","NZ","New Zealand",1810000,"(MT)"
"1250","Meat, Swine","Exports","RB","Serbia",26850000,"(MT)"
"1251","Meat, Swine","Exports","RP","Philippines",3100000,"(MT)"
"1252","Meat, Swine","Exports","RS","Russia",1025000,"(MT)"
"1253","Meat, Swine","Exports","SF","South Africa",34983000,"(MT)"
"1254","Meat, Swine","Exports","SN","Singapore",4.9e+07,"(MT)"
"1255","Meat, Swine","Exports","TW","Taiwan",3400000,"(MT)"
"1256","Meat, Swine","Exports","UK","United Kingdom",3900000,"(MT)"
"1257","Meat, Swine","Exports","UP","Ukraine",7500000,"(MT)"
"1258","Meat, Swine","Exports","US","United States",7920000,"(MT)"
"1259","Meat, Swine","Exports","VM","Vietnam",4800000,"(MT)"
"1260","Meat, Swine","Imports","AO","Angola",2240000,"(MT)"
"1261","Meat, Swine","Imports","AR","Argentina",5575000,"(MT)"
"1262","Meat, Swine","Imports","AS","Australia",6866000,"(MT)"
"1263","Meat, Swine","Imports","BF","Bahamas, The",23530000,"(MT)"
"1264","Meat, Swine","Imports","BK","Bosnia and Herzegovina",69820000,"(MT)"
"1265","Meat, Swine","Imports","BO","Belarus",2677000,"(MT)"
"1266","Meat, Swine","Imports","BR","Brazil",6025000,"(MT)"
"1267","Meat, Swine","Imports","CA","Canada",3.7e+07,"(MT)"
"1268","Meat, Swine","Imports","CG","Congo (Kinshasa)",4300000,"(MT)"
"1269","Meat, Swine","Imports","CH","China",4e+06,"(MT)"
"1270","Meat, Swine","Imports","CI","Chile",67900000,"(MT)"
"1271","Meat, Swine","Imports","CO","Colombia",13958000,"(MT)"
"1272","Meat, Swine","Imports","CU","Cuba",1e+06,"(MT)"
"1273","Meat, Swine","Imports","DR","Dominican Republic",4850000,"(MT)"
"1274","Meat, Swine","Imports","E4","European Union",2950000,"(MT)"
"1275","Meat, Swine","Imports","EC","Ecuador",4850000,"(MT)"
"1276","Meat, Swine","Imports","ES","El Salvador",2900000,"(MT)"
"1277","Meat, Swine","Imports","GT","Guatemala",9e+05,"(MT)"
"1278","Meat, Swine","Imports","HA","Haiti",1700000,"(MT)"
"1279","Meat, Swine","Imports","HK","Hong Kong",1500000,"(MT)"
"1280","Meat, Swine","Imports","HO","Honduras",10697000,"(MT)"
"1281","Meat, Swine","Imports","IV","Cote d'Ivoire",3350000,"(MT)"
"1282","Meat, Swine","Imports","JA","Japan",15947000,"(MT)"
"1283","Meat, Swine","Imports","KS","Korea, South",2900000,"(MT)"
"1284","Meat, Swine","Imports","KZ","Kazakhstan",1800000,"(MT)"
"1285","Meat, Swine","Imports","MC","Macau",1500000,"(MT)"
"1286","Meat, Swine","Imports","MJ","Montenegro",1725000,"(MT)"
"1287","Meat, Swine","Imports","MK","North Macedonia",866000,"(MT)"
"1288","Meat, Swine","Imports","MX","Mexico",3025000,"(MT)"
"1289","Meat, Swine","Imports","NO","Norway",34285000,"(MT)"
"1290","Meat, Swine","Imports","NZ","New Zealand",1810000,"(MT)"
"1291","Meat, Swine","Imports","PN","Panama",3800000,"(MT)"
"1292","Meat, Swine","Imports","RB","Serbia",5875000,"(MT)"
"1293","Meat, Swine","Imports","RP","Philippines",2700000,"(MT)"
"1294","Meat, Swine","Imports","RS","Russia",2.4e+07,"(MT)"
"1295","Meat, Swine","Imports","SF","South Africa",43500000,"(MT)"
"1296","Meat, Swine","Imports","SN","Singapore",13500000,"(MT)"
"1297","Meat, Swine","Imports","TW","Taiwan",3400000,"(MT)"
"1298","Meat, Swine","Imports","UK","United Kingdom",2e+05,"(MT)"
"1299","Meat, Swine","Imports","UP","Ukraine",4150000,"(MT)"
"1300","Meat, Swine","Imports","US","United States",7920000,"(MT)"
"1301","Meat, Swine","Imports","UY","Uruguay",4500000,"(MT)"
"1302","Meat, Swine","Imports","VM","Vietnam",6.3e+07,"(MT)"
"1303","Meat, Swine","Production","AO","Angola",6125000,"(MT)"
"1304","Meat, Swine","Production","AR","Argentina",2400000,"(MT)"
"1305","Meat, Swine","Production","AS","Australia",6866000,"(MT)"
"1306","Meat, Swine","Production","BK","Bosnia and Herzegovina",69820000,"(MT)"
"1307","Meat, Swine","Production","BO","Belarus",915000,"(MT)"
"1308","Meat, Swine","Production","BR","Brazil",3750000,"(MT)"
"1309","Meat, Swine","Production","CA","Canada",6825000,"(MT)"
"1310","Meat, Swine","Production","CG","Congo (Kinshasa)",2568000,"(MT)"
"1311","Meat, Swine","Production","CH","China",69340000,"(MT)"
"1312","Meat, Swine","Production","CI","Chile",1500000,"(MT)"
"1313","Meat, Swine","Production","CO","Colombia",1300000,"(MT)"
"1314","Meat, Swine","Production","CU","Cuba",8e+05,"(MT)"
"1315","Meat, Swine","Production","DR","Dominican Republic",5365000,"(MT)"
"1316","Meat, Swine","Production","E4","European Union",8100000,"(MT)"
"1317","Meat, Swine","Production","EC","Ecuador",4850000,"(MT)"
"1318","Meat, Swine","Production","ES","El Salvador",14100000,"(MT)"
"1319","Meat, Swine","Production","GT","Guatemala",7300000,"(MT)"
"1320","Meat, Swine","Production","HA","Haiti",5365000,"(MT)"
"1321","Meat, Swine","Production","HK","Hong Kong",14100000,"(MT)"
"1322","Meat, Swine","Production","HO","Honduras",4875000,"(MT)"
"1323","Meat, Swine","Production","IV","Cote d'Ivoire",425000,"(MT)"
"1324","Meat, Swine","Production","JA","Japan",15947000,"(MT)"
"1325","Meat, Swine","Production","KS","Korea, South",1225000,"(MT)"
"1326","Meat, Swine","Production","KZ","Kazakhstan",715000,"(MT)"
"1327","Meat, Swine","Production","MC","Macau",705000,"(MT)"
"1328","Meat, Swine","Production","MJ","Montenegro",1800000,"(MT)"
"1329","Meat, Swine","Production","MK","North Macedonia",866000,"(MT)"
"1330","Meat, Swine","Production","MX","Mexico",4960000,"(MT)"
"1331","Meat, Swine","Production","NO","Norway",2e+06,"(MT)"
"1332","Meat, Swine","Production","NZ","New Zealand",2.7e+07,"(MT)"
"1333","Meat, Swine","Production","PN","Panama",3800000,"(MT)"
"1334","Meat, Swine","Production","RB","Serbia",30200000,"(MT)"
"1335","Meat, Swine","Production","RP","Philippines",1500000,"(MT)"
"1336","Meat, Swine","Production","RS","Russia",7500000,"(MT)"
"1337","Meat, Swine","Production","SF","South Africa",3e+06,"(MT)"
"1338","Meat, Swine","Production","SN","Singapore",45800000,"(MT)"
"1339","Meat, Swine","Production","TW","Taiwan",3800000,"(MT)"
"1340","Meat, Swine","Production","UK","United Kingdom",1e+05,"(MT)"
"1341","Meat, Swine","Production","UP","Ukraine",2730000,"(MT)"
"1342","Meat, Swine","Production","US","United States",49500000,"(MT)"
"1343","Meat, Swine","Production","UY","Uruguay",49500000,"(MT)"
"1344","Meat, Swine","Production","VM","Vietnam",6.3e+07,"(MT)"
"1345","Oats","Domestic Consumption","AG","Algeria",11119000,"(MT)"
"1346","Oats","Domestic Consumption","AL","Albania",6600000,"(MT)"
"1347","Oats","Domestic Consumption","AR","Argentina",11419000,"(MT)"
"1348","Oats","Domestic Consumption","AS","Australia",10500000,"(MT)"
"1349","Oats","Domestic Consumption","BK","Bosnia and Herzegovina",10871000,"(MT)"
"1350","Oats","Domestic Consumption","BO","Belarus",11071000,"(MT)"
"1351","Oats","Domestic Consumption","BR","Brazil",6092000,"(MT)"
"1352","Oats","Domestic Consumption","CA","Canada",4269000,"(MT)"
"1353","Oats","Domestic Consumption","CH","China",8e+05,"(MT)"
"1354","Oats","Domestic Consumption","CI","Chile",3009000,"(MT)"
"1355","Oats","Domestic Consumption","CO","Colombia",1300000,"(MT)"
"1356","Oats","Domestic Consumption","E4","European Union",4800000,"(MT)"
"1357","Oats","Domestic Consumption","EC","Ecuador",1722000,"(MT)"
"1358","Oats","Domestic Consumption","GG","Georgia",3500000,"(MT)"
"1359","Oats","Domestic Consumption","IN","India",5618000,"(MT)"
"1360","Oats","Domestic Consumption","JA","Japan",14511000,"(MT)"
"1361","Oats","Domestic Consumption","KG","Kyrgyzstan",8500000,"(MT)"
"1362","Oats","Domestic Consumption","KS","Korea, South",14970000,"(MT)"
"1363","Oats","Domestic Consumption","KZ","Kazakhstan",13911000,"(MT)"
"1364","Oats","Domestic Consumption","MK","North Macedonia",13300000,"(MT)"
"1365","Oats","Domestic Consumption","MO","Morocco",925000,"(MT)"
"1366","Oats","Domestic Consumption","MX","Mexico",15669000,"(MT)"
"1367","Oats","Domestic Consumption","MY","Malaysia",14969000,"(MT)"
"1368","Oats","Domestic Consumption","NO","Norway",18822000,"(MT)"
"1369","Oats","Domestic Consumption","NZ","New Zealand",1100000,"(MT)"
"1370","Oats","Domestic Consumption","PE","Peru",18122000,"(MT)"
"1371","Oats","Domestic Consumption","RB","Serbia",17500000,"(MT)"
"1372","Oats","Domestic Consumption","RS","Russia",17816000,"(MT)"
"1373","Oats","Domestic Consumption","SF","South Africa",11800000,"(MT)"
"1374","Oats","Domestic Consumption","SZ","Switzerland",8700000,"(MT)"
"1375","Oats","Domestic Consumption","TU","Turkey",13400000,"(MT)"
"1376","Oats","Domestic Consumption","UK","United Kingdom",60674000,"(MT)"
"1377","Oats","Domestic Consumption","UP","Ukraine",60950000,"(MT)"
"1378","Oats","Domestic Consumption","US","United States",52750000,"(MT)"
"1379","Oats","Domestic Consumption","UY","Uruguay",59062000,"(MT)"
"1380","Oats","Exports","AR","Argentina",11419000,"(MT)"
"1381","Oats","Exports","AS","Australia",11419000,"(MT)"
"1382","Oats","Exports","BO","Belarus",11071000,"(MT)"
"1383","Oats","Exports","BR","Brazil",8140000,"(MT)"
"1384","Oats","Exports","CA","Canada",4313000,"(MT)"
"1385","Oats","Exports","CI","Chile",3009000,"(MT)"
"1386","Oats","Exports","E4","European Union",1400000,"(MT)"
"1387","Oats","Exports","KZ","Kazakhstan",13911000,"(MT)"
"1388","Oats","Exports","RB","Serbia",17500000,"(MT)"
"1389","Oats","Exports","RS","Russia",11314000,"(MT)"
"1390","Oats","Exports","UK","United Kingdom",54300000,"(MT)"
"1391","Oats","Exports","UP","Ukraine",54600000,"(MT)"
"1392","Oats","Exports","US","United States",59076000,"(MT)"
"1393","Oats","Exports","UY","Uruguay",59012000,"(MT)"
"1394","Oats","Imports","AG","Algeria",6500000,"(MT)"
"1395","Oats","Imports","AL","Albania",1200000,"(MT)"
"1396","Oats","Imports","BK","Bosnia and Herzegovina",8320000,"(MT)"
"1397","Oats","Imports","BO","Belarus",11071000,"(MT)"
"1398","Oats","Imports","CA","Canada",4313000,"(MT)"
"1399","Oats","Imports","CH","China",806000,"(MT)"
"1400","Oats","Imports","CI","Chile",1073000,"(MT)"
"1401","Oats","Imports","CO","Colombia",2200000,"(MT)"
"1402","Oats","Imports","E4","European Union",5618000,"(MT)"
"1403","Oats","Imports","EC","Ecuador",1600000,"(MT)"
"1404","Oats","Imports","GG","Georgia",1720000,"(MT)"
"1405","Oats","Imports","IN","India",7e+06,"(MT)"
"1406","Oats","Imports","JA","Japan",8e+06,"(MT)"
"1407","Oats","Imports","KS","Korea, South",8500000,"(MT)"
"1408","Oats","Imports","MO","Morocco",1e+06,"(MT)"
"1409","Oats","Imports","MX","Mexico",9e+06,"(MT)"
"1410","Oats","Imports","MY","Malaysia",9e+06,"(MT)"
"1411","Oats","Imports","NO","Norway",8611000,"(MT)"
"1412","Oats","Imports","PE","Peru",18122000,"(MT)"
"1413","Oats","Imports","RB","Serbia",18307000,"(MT)"
"1414","Oats","Imports","RS","Russia",17816000,"(MT)"
"1415","Oats","Imports","SF","South Africa",10100000,"(MT)"
"1416","Oats","Imports","SZ","Switzerland",13474000,"(MT)"
"1417","Oats","Imports","TU","Turkey",10500000,"(MT)"
"1418","Oats","Imports","UK","United Kingdom",12600000,"(MT)"
"1419","Oats","Imports","US","United States",46800000,"(MT)"
"1420","Oats","Imports","UY","Uruguay",59012000,"(MT)"
"1421","Oats","Production","AG","Algeria",7400000,"(MT)"
"1422","Oats","Production","AL","Albania",3100000,"(MT)"
"1423","Oats","Production","AR","Argentina",1853000,"(MT)"
"1424","Oats","Production","AS","Australia",4200000,"(MT)"
"1425","Oats","Production","BK","Bosnia and Herzegovina",2092000,"(MT)"
"1426","Oats","Production","BO","Belarus",6e+06,"(MT)"
"1427","Oats","Production","BR","Brazil",7200000,"(MT)"
"1428","Oats","Production","CA","Canada",2504000,"(MT)"
"1429","Oats","Production","CH","China",820000,"(MT)"
"1430","Oats","Production","CI","Chile",640000,"(MT)"
"1431","Oats","Production","CO","Colombia",1100000,"(MT)"
"1432","Oats","Production","E4","European Union",5618000,"(MT)"
"1433","Oats","Production","EC","Ecuador",3293000,"(MT)"
"1434","Oats","Production","GG","Georgia",3293000,"(MT)"
"1435","Oats","Production","JA","Japan",2200000,"(MT)"
"1436","Oats","Production","KG","Kyrgyzstan",4e+06,"(MT)"
"1437","Oats","Production","KZ","Kazakhstan",3500000,"(MT)"
"1438","Oats","Production","MK","North Macedonia",5e+06,"(MT)"
"1439","Oats","Production","MO","Morocco",1163000,"(MT)"
"1440","Oats","Production","MX","Mexico",1153000,"(MT)"
"1441","Oats","Production","NO","Norway",8611000,"(MT)"
"1442","Oats","Production","NZ","New Zealand",7e+05,"(MT)"
"1443","Oats","Production","PE","Peru",8613000,"(MT)"
"1444","Oats","Production","RB","Serbia",18307000,"(MT)"
"1445","Oats","Production","RS","Russia",9600000,"(MT)"
"1446","Oats","Production","SF","South Africa",7809000,"(MT)"
"1447","Oats","Production","SZ","Switzerland",10100000,"(MT)"
"1448","Oats","Production","TU","Turkey",48600000,"(MT)"
"1449","Oats","Production","UK","United Kingdom",46800000,"(MT)"
"1450","Oats","Production","UP","Ukraine",7300000,"(MT)"
"1451","Oats","Production","US","United States",5300000,"(MT)"
"1452","Oats","Production","UY","Uruguay",12600000,"(MT)"
"1453","Oil, Rapeseed","Domestic Consumption","AR","Argentina",18282000,"(MT)"
"1454","Oil, Rapeseed","Domestic Consumption","AS","Australia",8550000,"(MT)"
"1455","Oil, Rapeseed","Domestic Consumption","BG","Bangladesh",3023000,"(MT)"
"1456","Oil, Rapeseed","Domestic Consumption","BO","Belarus",46900000,"(MT)"
"1457","Oil, Rapeseed","Domestic Consumption","CA","Canada",1415000,"(MT)"
"1458","Oil, Rapeseed","Domestic Consumption","CH","China",18045000,"(MT)"
"1459","Oil, Rapeseed","Domestic Consumption","CI","Chile",1e+07,"(MT)"
"1460","Oil, Rapeseed","Domestic Consumption","E4","European Union",8621000,"(MT)"
"1461","Oil, Rapeseed","Domestic Consumption","ET","Ethiopia",47700000,"(MT)"
"1462","Oil, Rapeseed","Domestic Consumption","HK","Hong Kong",3023000,"(MT)"
"1463","Oil, Rapeseed","Domestic Consumption","ID","Indonesia",17562000,"(MT)"
"1464","Oil, Rapeseed","Domestic Consumption","IN","India",18562000,"(MT)"
"1465","Oil, Rapeseed","Domestic Consumption","IR","Iran",1e+07,"(MT)"
"1466","Oil, Rapeseed","Domestic Consumption","IS","Israel",59602000,"(MT)"
"1467","Oil, Rapeseed","Domestic Consumption","JA","Japan",12844000,"(MT)"
"1468","Oil, Rapeseed","Domestic Consumption","KS","Korea, South",9744000,"(MT)"
"1469","Oil, Rapeseed","Domestic Consumption","KZ","Kazakhstan",47700000,"(MT)"
"1470","Oil, Rapeseed","Domestic Consumption","MO","Morocco",6400000,"(MT)"
"1471","Oil, Rapeseed","Domestic Consumption","MX","Mexico",2450000,"(MT)"
"1472","Oil, Rapeseed","Domestic Consumption","NO","Norway",15900000,"(MT)"
"1473","Oil, Rapeseed","Domestic Consumption","NZ","New Zealand",18560000,"(MT)"
"1474","Oil, Rapeseed","Domestic Consumption","PA","Paraguay",47700000,"(MT)"
"1475","Oil, Rapeseed","Domestic Consumption","PK","Pakistan",12924000,"(MT)"
"1476","Oil, Rapeseed","Domestic Consumption","RS","Russia",9769000,"(MT)"
"1477","Oil, Rapeseed","Domestic Consumption","SZ","Switzerland",5350000,"(MT)"
"1478","Oil, Rapeseed","Domestic Consumption","TC","United Arab Emirates",480000,"(MT)"
"1479","Oil, Rapeseed","Domestic Consumption","TS","Tunisia",9.7e+07,"(MT)"
"1480","Oil, Rapeseed","Domestic Consumption","TU","Turkey",19182000,"(MT)"
"1481","Oil, Rapeseed","Domestic Consumption","TW","Taiwan",5525000,"(MT)"
"1482","Oil, Rapeseed","Domestic Consumption","UK","United Kingdom",9737000,"(MT)"
"1483","Oil, Rapeseed","Domestic Consumption","UP","Ukraine",2605000,"(MT)"
"1484","Oil, Rapeseed","Domestic Consumption","US","United States",11340000,"(MT)"
"1485","Oil, Rapeseed","Domestic Consumption","VM","Vietnam",11530000,"(MT)"
"1486","Oil, Rapeseed","Exports","AS","Australia",2625000,"(MT)"
"1487","Oil, Rapeseed","Exports","BG","Bangladesh",450000,"(MT)"
"1488","Oil, Rapeseed","Exports","BO","Belarus",504000,"(MT)"
"1489","Oil, Rapeseed","Exports","CA","Canada",1181000,"(MT)"
"1490","Oil, Rapeseed","Exports","CH","China",11582000,"(MT)"
"1491","Oil, Rapeseed","Exports","CI","Chile",2625000,"(MT)"
"1492","Oil, Rapeseed","Exports","E4","European Union",9673000,"(MT)"
"1493","Oil, Rapeseed","Exports","HK","Hong Kong",3833000,"(MT)"
"1494","Oil, Rapeseed","Exports","IN","India",620000,"(MT)"
"1495","Oil, Rapeseed","Exports","JA","Japan",2150000,"(MT)"
"1496","Oil, Rapeseed","Exports","KZ","Kazakhstan",2630000,"(MT)"
"1497","Oil, Rapeseed","Exports","MX","Mexico",3300000,"(MT)"
"1498","Oil, Rapeseed","Exports","NZ","New Zealand",2900000,"(MT)"
"1499","Oil, Rapeseed","Exports","PA","Paraguay",489000,"(MT)"
"1500","Oil, Rapeseed","Exports","RS","Russia",9769000,"(MT)"
"1501","Oil, Rapeseed","Exports","TC","United Arab Emirates",2100000,"(MT)"
"1502","Oil, Rapeseed","Exports","TU","Turkey",665000,"(MT)"
"1503","Oil, Rapeseed","Exports","UK","United Kingdom",9086000,"(MT)"
"1504","Oil, Rapeseed","Exports","UP","Ukraine",979000,"(MT)"
"1505","Oil, Rapeseed","Exports","US","United States",9600000,"(MT)"
"1506","Oil, Rapeseed","Imports","AR","Argentina",1100000,"(MT)"
"1507","Oil, Rapeseed","Imports","AS","Australia",9005000,"(MT)"
"1508","Oil, Rapeseed","Imports","BO","Belarus",3800000,"(MT)"
"1509","Oil, Rapeseed","Imports","CA","Canada",1415000,"(MT)"
"1510","Oil, Rapeseed","Imports","CH","China",12722000,"(MT)"
"1511","Oil, Rapeseed","Imports","CI","Chile",5100000,"(MT)"
"1512","Oil, Rapeseed","Imports","E4","European Union",1650000,"(MT)"
"1513","Oil, Rapeseed","Imports","HK","Hong Kong",485000,"(MT)"
"1514","Oil, Rapeseed","Imports","ID","Indonesia",19512000,"(MT)"
"1515","Oil, Rapeseed","Imports","IN","India",9.8e+07,"(MT)"
"1516","Oil, Rapeseed","Imports","IS","Israel",5350000,"(MT)"
"1517","Oil, Rapeseed","Imports","JA","Japan",674000,"(MT)"
"1518","Oil, Rapeseed","Imports","KS","Korea, South",235000,"(MT)"
"1519","Oil, Rapeseed","Imports","MO","Morocco",1340000,"(MT)"
"1520","Oil, Rapeseed","Imports","MX","Mexico",558000,"(MT)"
"1521","Oil, Rapeseed","Imports","NO","Norway",5150000,"(MT)"
"1522","Oil, Rapeseed","Imports","NZ","New Zealand",1415000,"(MT)"
"1523","Oil, Rapeseed","Imports","PK","Pakistan",979000,"(MT)"
"1524","Oil, Rapeseed","Imports","RS","Russia",413000,"(MT)"
"1525","Oil, Rapeseed","Imports","SZ","Switzerland",5350000,"(MT)"
"1526","Oil, Rapeseed","Imports","TC","United Arab Emirates",5800000,"(MT)"
"1527","Oil, Rapeseed","Imports","TS","Tunisia",3400000,"(MT)"
"1528","Oil, Rapeseed","Imports","TU","Turkey",1070000,"(MT)"
"1529","Oil, Rapeseed","Imports","TW","Taiwan",6400000,"(MT)"
"1530","Oil, Rapeseed","Imports","UK","United Kingdom",9737000,"(MT)"
"1531","Oil, Rapeseed","Imports","UP","Ukraine",1400000,"(MT)"
"1532","Oil, Rapeseed","Imports","US","United States",59330000,"(MT)"
"1533","Oil, Rapeseed","Imports","VM","Vietnam",12577000,"(MT)"
"1534","Oil, Rapeseed","Production","AS","Australia",9005000,"(MT)"
"1535","Oil, Rapeseed","Production","BG","Bangladesh",3777000,"(MT)"
"1536","Oil, Rapeseed","Production","BO","Belarus",1388000,"(MT)"
"1537","Oil, Rapeseed","Production","CA","Canada",3e+05,"(MT)"
"1538","Oil, Rapeseed","Production","CH","China",16845000,"(MT)"
"1539","Oil, Rapeseed","Production","CI","Chile",59602000,"(MT)"
"1540","Oil, Rapeseed","Production","E4","European Union",325000,"(MT)"
"1541","Oil, Rapeseed","Production","ET","Ethiopia",7985000,"(MT)"
"1542","Oil, Rapeseed","Production","IN","India",1340000,"(MT)"
"1543","Oil, Rapeseed","Production","IR","Iran",5100000,"(MT)"
"1544","Oil, Rapeseed","Production","IS","Israel",5350000,"(MT)"
"1545","Oil, Rapeseed","Production","JA","Japan",4800000,"(MT)"
"1546","Oil, Rapeseed","Production","KS","Korea, South",3e+05,"(MT)"
"1547","Oil, Rapeseed","Production","KZ","Kazakhstan",3825000,"(MT)"
"1548","Oil, Rapeseed","Production","MX","Mexico",1220000,"(MT)"
"1549","Oil, Rapeseed","Production","NO","Norway",6419000,"(MT)"
"1550","Oil, Rapeseed","Production","PA","Paraguay",7860000,"(MT)"
"1551","Oil, Rapeseed","Production","PK","Pakistan",3e+05,"(MT)"
"1552","Oil, Rapeseed","Production","RS","Russia",329000,"(MT)"
"1553","Oil, Rapeseed","Production","SZ","Switzerland",3625000,"(MT)"
"1554","Oil, Rapeseed","Production","TC","United Arab Emirates",47200000,"(MT)"
"1555","Oil, Rapeseed","Production","TU","Turkey",11886000,"(MT)"
"1556","Oil, Rapeseed","Production","UK","United Kingdom",1750000,"(MT)"
"1557","Oil, Rapeseed","Production","UP","Ukraine",1150000,"(MT)"
"1558","Oil, Rapeseed","Production","US","United States",5350000,"(MT)"
"1559","Oil, Rapeseed","Production","VM","Vietnam",12577000,"(MT)"
"1560","Oil, Soybean","Domestic Consumption","AG","Algeria",4.3e+07,"(MT)"
"1561","Oil, Soybean","Domestic Consumption","AO","Angola",9052000,"(MT)"
"1562","Oil, Soybean","Domestic Consumption","AR","Argentina",3300000,"(MT)"
"1563","Oil, Soybean","Domestic Consumption","AS","Australia",1462000,"(MT)"
"1564","Oil, Soybean","Domestic Consumption","BB","Barbados",2625000,"(MT)"
"1565","Oil, Soybean","Domestic Consumption","BG","Bangladesh",8300000,"(MT)"
"1566","Oil, Soybean","Domestic Consumption","BK","Bosnia and Herzegovina",9723000,"(MT)"
"1567","Oil, Soybean","Domestic Consumption","BL","Bolivia",47700000,"(MT)"
"1568","Oil, Soybean","Domestic Consumption","BO","Belarus",995000,"(MT)"
"1569","Oil, Soybean","Domestic Consumption","BR","Brazil",3300000,"(MT)"
"1570","Oil, Soybean","Domestic Consumption","CA","Canada",1800000,"(MT)"
"1571","Oil, Soybean","Domestic Consumption","CH","China",8639000,"(MT)"
"1572","Oil, Soybean","Domestic Consumption","CI","Chile",19845000,"(MT)"
"1573","Oil, Soybean","Domestic Consumption","CO","Colombia",797000,"(MT)"
"1574","Oil, Soybean","Domestic Consumption","CS","Costa Rica",8150000,"(MT)"
"1575","Oil, Soybean","Domestic Consumption","CU","Cuba",8e+06,"(MT)"
"1576","Oil, Soybean","Domestic Consumption","DR","Dominican Republic",8615000,"(MT)"
"1577","Oil, Soybean","Domestic Consumption","E4","European Union",1700000,"(MT)"
"1578","Oil, Soybean","Domestic Consumption","EC","Ecuador",8747000,"(MT)"
"1579","Oil, Soybean","Domestic Consumption","EG","Egypt",7e+05,"(MT)"
"1580","Oil, Soybean","Domestic Consumption","ES","El Salvador",15900000,"(MT)"
"1581","Oil, Soybean","Domestic Consumption","ET","Ethiopia",3023000,"(MT)"
"1582","Oil, Soybean","Domestic Consumption","GT","Guatemala",1700000,"(MT)"
"1583","Oil, Soybean","Domestic Consumption","HA","Haiti",1e+07,"(MT)"
"1584","Oil, Soybean","Domestic Consumption","HK","Hong Kong",8716000,"(MT)"
"1585","Oil, Soybean","Domestic Consumption","ID","Indonesia",4e+06,"(MT)"
"1586","Oil, Soybean","Domestic Consumption","IN","India",2150000,"(MT)"
"1587","Oil, Soybean","Domestic Consumption","IR","Iran",4100000,"(MT)"
"1588","Oil, Soybean","Domestic Consumption","IS","Israel",2470000,"(MT)"
"1589","Oil, Soybean","Domestic Consumption","JA","Japan",2260000,"(MT)"
"1590","Oil, Soybean","Domestic Consumption","JM","Jamaica",5300000,"(MT)"
"1591","Oil, Soybean","Domestic Consumption","JO","Jordan",1070000,"(MT)"
"1592","Oil, Soybean","Domestic Consumption","KN","Korea, North",1267000,"(MT)"
"1593","Oil, Soybean","Domestic Consumption","KS","Korea, South",2457000,"(MT)"
"1594","Oil, Soybean","Domestic Consumption","LE","Lebanon",2023000,"(MT)"
"1595","Oil, Soybean","Domestic Consumption","MA","Madagascar",2457000,"(MT)"
"1596","Oil, Soybean","Domestic Consumption","MO","Morocco",725000,"(MT)"
"1597","Oil, Soybean","Domestic Consumption","MP","Mauritius",8755000,"(MT)"
"1598","Oil, Soybean","Domestic Consumption","MX","Mexico",1883000,"(MT)"
"1599","Oil, Soybean","Domestic Consumption","MY","Malaysia",6400000,"(MT)"
"1600","Oil, Soybean","Domestic Consumption","NI","Nigeria",995000,"(MT)"
"1601","Oil, Soybean","Domestic Consumption","NO","Norway",2606000,"(MT)"
"1602","Oil, Soybean","Domestic Consumption","NU","Nicaragua",525000,"(MT)"
"1603","Oil, Soybean","Domestic Consumption","NZ","New Zealand",1843000,"(MT)"
"1604","Oil, Soybean","Domestic Consumption","PA","Paraguay",1058000,"(MT)"
"1605","Oil, Soybean","Domestic Consumption","PE","Peru",4800000,"(MT)"
"1606","Oil, Soybean","Domestic Consumption","PK","Pakistan",8736000,"(MT)"
"1607","Oil, Soybean","Domestic Consumption","PN","Panama",3273000,"(MT)"
"1608","Oil, Soybean","Domestic Consumption","RB","Serbia",1550000,"(MT)"
"1609","Oil, Soybean","Domestic Consumption","RH","Zimbabwe",954000,"(MT)"
"1610","Oil, Soybean","Domestic Consumption","RP","Philippines",6600000,"(MT)"
"1611","Oil, Soybean","Domestic Consumption","RS","Russia",9486000,"(MT)"
"1612","Oil, Soybean","Domestic Consumption","SA","Saudi Arabia",8639000,"(MT)"
